hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Vaginal Hysterectomy,60,0,,,,
SONOMA VALLEY HOSP,Vaginal Hysterectomy,<20,,,,,
SONORA REGIONAL MED CTR,Vaginal Hysterectomy,53,0,,,,
SONORA REGIONAL MED CTR CAMPUS #1,Vaginal Hysterectomy,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Vaginal Hysterectomy,,,,,,
ST BERNARDINE MED CTR,Vaginal Hysterectomy,20,0,,,,
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Vaginal Hysterectomy,71,0,,,,
"ST HELENA HOSP, CLEARLAKE",Vaginal Hysterectomy,<20,,,,,
"ST HELENA HOSP, ST HELENA",Vaginal Hysterectomy,<20,,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Vaginal Hysterectomy,<20,,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Vaginal Hysterectomy,62,2,,,,
ST JOSEPH HOSP EUREKA,Vaginal Hysterectomy,,,,,,
"ST JOSEPH HOSP, EUREKA",Vaginal Hysterectomy,114,0,0.00*,0.00,10.30,N.D.*
"ST JOSEPH HOSP, ORANGE",Vaginal Hysterectomy,287,0,0.00*,0.00,4.15,N.D.*
ST JOSEPH'S MED CTR OF STOCKTON,Vaginal Hysterectomy,77,0,,,,
"ST JUDE MED CTR, FULLERTON",Vaginal Hysterectomy,162,0,0.00*,0.00,7.80,N.D.*
"ST MARY MED CTR, APPLE VALLEY",Vaginal Hysterectomy,24,0,,,,
"ST MARY MED CTR, LONG BEACH",Vaginal Hysterectomy,<20,,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Vaginal Hysterectomy,<20,,,,,
"ST ROSE HOSP, HAYWARD",Vaginal Hysterectomy,<20,,,,,
"STANFORD HOSP, STANFORD",Vaginal Hysterectomy,70,0,,,,
"STANISLAUS SURGICAL HOSP, MODESTO",Vaginal Hysterectomy,32,0,,,,
"SUTTER AMADOR HOSP, JACKSON",Vaginal Hysterectomy,<20,,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Vaginal Hysterectomy,29,0,,,,
"SUTTER COAST HOSP, CRESCENT CITY",Vaginal Hysterectomy,<20,,,,,
"SUTTER DAVIS HOSPITAL, DAVIS",Vaginal Hysterectomy,<20,,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Vaginal Hysterectomy,<20,,,,,
SUTTER EAST BAY HOSPS CTR,Vaginal Hysterectomy,48,0,,,,
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Vaginal Hysterectomy,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Vaginal Hysterectomy,,,,,,
SUTTER EAST BAY HOSPS CTR,Vaginal Hysterectomy,28,1,,,,
"ALTA BATES SUMMIT MED CTR, OAKLAND",Vaginal Hysterectomy,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Vaginal Hysterectomy,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Vaginal Hysterectomy,173,1,1.92*,0.05,10.72,N.D.*
"SUTTER GENERAL HOSP, SACRAMENTO",Vaginal Hysterectomy,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Vaginal Hysterectomy,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Vaginal Hysterectomy,<20,,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Vaginal Hysterectomy,25,0,,,,
"SUTTER MED CTR, CASTRO VALLEY",Vaginal Hysterectomy,26,0,,,,
"EDEN MED CTR, CASTRO VALLEY",Vaginal Hysterectomy,,,,,,
SAN LEANDRO HOSP,Vaginal Hysterectomy,,,,,,
SUTTER MED CTR OF SANTA ROSA,Vaginal Hysterectomy,22,0,,,,
SUTTER ROSEVILLE MED CTR,Vaginal Hysterectomy,114,0,0.00*,0.00,9.97,N.D.*
"SUTTER SOLANO MED CTR, VALLEJO",Vaginal Hysterectomy,<20,,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Vaginal Hysterectomy,44,0,,,,
SUTTER TRACY COMMUNITY HOSP,Vaginal Hysterectomy,48,0,,,,
SUTTER WEST BAY HOSPS,Vaginal Hysterectomy,27,1,,,,
"CALIFORNIA PACIFIC MED CTR, CA WEST CAM HOSP, S F",Vaginal Hysterectomy,,,,,,
"CALIFORNIA PACIFIC MED CTR, PACIFIC CAM HOSP, S F",Vaginal Hysterectomy,,,,,,
"TAHOE FOREST HOSP, TRUCKEE",Vaginal Hysterectomy,<20,,,,,
"TORRANCE MEMORIAL MED CTR, TORRANCE",Vaginal Hysterectomy,33,0,,,,
"TRI-CITY MED CTR, OCEANSIDE",Vaginal Hysterectomy,67,2,,,,
TULARE REGIONAL MEDICAL CTR,Vaginal Hysterectomy,<20,,,,,
"TWIN CITIES COMMUNITY HOSP, TEMPLETON",Vaginal Hysterectomy,35,0,,,,
"UHS-CORONA, INC.",Vaginal Hysterectomy,34,0,,,,
"CORONA REGIONAL MED CTR, CAMPUS #1",Vaginal Hysterectomy,,,,,,
"CORONA REGIONAL MED CTR, CAMPUS #2",Vaginal Hysterectomy,,,,,,
"UKIAH VALLEY MED CTR/HOSP DRIVE, UKIAH",Vaginal Hysterectomy,<20,,,,,
"UNIVERSITY OF CALIFORNIA DAVIS MED CTR, SACRAMENTO",Vaginal Hysterectomy,85,0,,,,
"UNIVERSAL HEALTH SERVICES OF RANCHO SPRINGS, INC.",Vaginal Hysterectomy,68,0,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, MURRIETA",Vaginal Hysterectomy,,,,,,
"SOUTHWEST HEALTHCARE SYSTEMS, WILDOMAR",Vaginal Hysterectomy,,,,,,
"UNIVERSITY OF CALIFORNIA IRVINE MED CTR, ORANGE",Vaginal Hysterectomy,20,0,,,,
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",Vaginal Hysterectomy,54,0,,,,
"UNIVERSITY OF CALIFORNIA, SAN DIEGO MED CTR",Vaginal Hysterectomy,,,,,,
"UCSD-LA JOLLA, JOHN M.& SALLY B. THORNTON HOSP",Vaginal Hysterectomy,,,,,,
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",Vaginal Hysterectomy,54,0,,,,
"UCSF MED CTR, SAN FRANCISCO",Vaginal Hysterectomy,,,,,,
"UCSF MED CTR AT MOUNT ZION, SAN FRANCISCO",Vaginal Hysterectomy,,,,,,
"VALLEY PRESBYTERIAN HOSP, VAN NUYS",Vaginal Hysterectomy,<20,,,,,
"VERDUGO HILLS HOSP, GLENDALE",Vaginal Hysterectomy,34,0,,,,
"VICTOR VALLEY COMMUNITY HOSP, VICTORVILLE",Vaginal Hysterectomy,156,0,0.00*,0.00,7.00,N.D.*
"WASHINGTON HOSP, FREMONT",Vaginal Hysterectomy,<20,,,,,
WATSONVILLE COMMUNITY HOSP,Vaginal Hysterectomy,<20,,,,,
WEST HILLS HOSP AND MED CTR,Vaginal Hysterectomy,<20,,,,,
WESTERN MED CTR ANAHEIM,Vaginal Hysterectomy,<20,,,,,
WESTERN MED CTR SANTA ANA,Vaginal Hysterectomy,48,0,,,,
"WHITE MEMORIAL MED CTR, LOS ANGELES",Vaginal Hysterectomy,47,0,,,,
WHITTIER HOSP MED CTR,Vaginal Hysterectomy,21,0,,,,
WOODLAND MEMORIAL HOSP,Vaginal Hysterectomy,28,0,,,,
ADVENTIST HEALTH SYSTEMS,Abdominal Surgery,280,0,0.00,0.00,1.97,N.D.
"ADVENTIST MED CTR, HANFORD",Abdominal Surgery,,,,,,
ADVENTIST MED CTR-SELMA,Abdominal Surgery,,,,,,
"ADVENTIST MED CTR, REEDLEY",Abdominal Surgery,<20,,,,,
"AHMC ANAHEIM REGIONAL MED CTR, ANAHEIM",Abdominal Surgery,<20,,,,,
ALAMEDA COUNTY MED CTR,Abdominal Surgery,163,1,0.85,0.02,4.75,N.D.
"ALAMEDA COUNTY MED CTR, OAKLAND",Abdominal Surgery,,,,,,
"ALAMEDA COUNTY MED CTR-FAIRMONT CAMPUS, SAN LEANDRO",Abdominal Surgery,,,,,,
ALAMEDA HOSP,Abdominal Surgery,<20,,,,,
ALHAMBRA HOSP MED CTR,Abdominal Surgery,<20,,,,,
"ALTA LOS ANGELES HOSPS, INC.",Abdominal Surgery,28,0,,,,
LOS ANGELES COMMUNITY HOSP,Abdominal Surgery,,,,,,
NORWALK COMMUNITY HOSP,Abdominal Surgery,,,,,,
"ALVARADO HOSP, LLC",Abdominal Surgery,<20,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #1, SAN DIEGO",Abdominal Surgery,,,,,,
"ALVARADO HOSP MED CTR, CAMPUS #2, SAN DIEGO",Abdominal Surgery,,,,,,
ANAHEIM GENERAL HOSP,Abdominal Surgery,<20,,,,,
"ANTELOPE VALLEY HOSP, LANCASTER",Abdominal Surgery,107,3,4.43*,0.91,12.93,N.D.*
"ARROWHEAD RGN MED CTR, COLTON",Abdominal Surgery,377,2,0.87,0.11,3.14,N.D.
BAKERSFIELD HEART HOSP,Abdominal Surgery,<20,,,,,
BAKERSFIELD MEMORIAL HOSP,Abdominal Surgery,272,4,2.46,0.67,6.31,N.D.
"BANNER LASSEN MED CTR, SUSANVILLE",Abdominal Surgery,23,0,,,,
BARSTOW COMMUNITY HOSP,Abdominal Surgery,<20,,,,,
"BARTON MEMORIAL HOSP, SOUTH LAKE TAHOE",Abdominal Surgery,21,0,,,,
"BEAR VALLEY COMMUNITY HOSP, BIG BEAR LAKE",Abdominal Surgery,<20,,,,,
BELLFLOWER MED CTR,Abdominal Surgery,40,0,,,,
"BEVERLY HOSP, MONTEBELLO",Abdominal Surgery,31,0,,,,
"BIGGS GRIDLEY MEMORIAL HOSP, GRIDLEY",Abdominal Surgery,<20,,,,,
"CALIFORNIA HOSP MED CTR, LOS ANGELES",Abdominal Surgery,175,0,0.00,0.00,3.54,N.D.
"CALIFORNIA PACIFIC MED CTR, ST LUKE'S CAMPUS,",Abdominal Surgery,,,,,,
SAN FRANCISCO,Abdominal Surgery,,,,,,
"CEDARS-SINAI MED CTR, LOS ANGELES",Abdominal Surgery,1680,5,0.39,0.13,0.90,Low
"CENTINELA HOSP MED CTR, INGLEWOOD",Abdominal Surgery,90,0,,,,
"CHAPMAN MED CTR, ORANGE",Abdominal Surgery,114,0,0.00*,0.00,5.15,N.D.*
CHILDRENS HOSP AND RESEARCH CTR AT OAKLAND,Abdominal Surgery,61,0,,,,
"CHILDREN'S HOSP CENTRAL CA, MADERA",Abdominal Surgery,160,1,1.03*,0.03,5.72,N.D.*
CHILDRENS HOSP OF LOS ANGELES,Abdominal Surgery,184,0,0.00,0.00,3.02,N.D.
"CHILDREN'S HOSP OF ORANGE COUNTY, ORANGE",Abdominal Surgery,104,0,0.00*,0.00,4.58,N.D.*
"CHINESE HOSP, SAN FRANCISCO",Abdominal Surgery,<20,,,,,
"CHINO VALLEY MED CTR, CHINO",Abdominal Surgery,26,0,,,,
"CITRUS VALLEY MED CTR, INC.",Abdominal Surgery,144,2,1.65,0.20,5.95,N.D.
"CITRUS VALLEY MED CTR, IC , COVINA",Abdominal Surgery,,,,,,
"CITRUS VALLEY MED CTR, QV, WEST COVINA",Abdominal Surgery,,,,,,
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Abdominal Surgery,372,5,1.01,0.33,2.35,N.D.
"COAST PLAZA HOSP, NORWALK",Abdominal Surgery,<20,,,,,
"COASTAL COMMUNITIES HOSP, SANTA ANA",Abdominal Surgery,65,0,,,,
COMMUNITY AND MISSION HOSP OF HUNTINGTON PARK,Abdominal Surgery,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Abdominal Surgery,96,0,,,,
COMMUNITY HOSP OF SAN BERNARDINO,Abdominal Surgery,103,0,0.00*,0.00,6.05,N.D.*
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Abdominal Surgery,176,4,3.60,0.98,9.22,N.D.
"CONTRA COSTA REGIONAL MED CTR, MARTINEZ",Abdominal Surgery,<20,,,,,
COUNTY OF VENTURA,Abdominal Surgery,239,1,0.70,0.02,3.92,N.D.
VENTURA COUNTY MED CTR,Abdominal Surgery,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Abdominal Surgery,,,,,,
"DAMERON HOSP, STOCKTON",Abdominal Surgery,89,1,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Abdominal Surgery,257,0,0.00,0.00,2.45,N.D.
"DESERT VALLEY HOSP, VICTORVILLE",Abdominal Surgery,<20,,,,,
DIGNITY HEALTH,Abdominal Surgery,121,0,0.00*,0.00,4.62,N.D.*
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Abdominal Surgery,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Abdominal Surgery,,,,,,
DIGNITY HEALTH,Abdominal Surgery,240,0,0.00,0.00,2.39,N.D.
"MERCY HOSP, BAKERSFIELD",Abdominal Surgery,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Abdominal Surgery,,,,,,
DOCTORS HOSP OF MANTECA,Abdominal Surgery,52,1,,,,
"DOCTORS MED CTR, MODESTO",Abdominal Surgery,258,1,0.64,0.02,3.55,N.D.
"DOCTORS MED CTR, SAN PABLO",Abdominal Surgery,<20,,,,,
DOWNEY REGIONAL MED CTR,Abdominal Surgery,20,0,,,,
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Abdominal Surgery,69,2,,,,
"EAST LOS ANGELES DOCTORS HOSP, LOS ANGELES",Abdominal Surgery,<20,,,,,
"EAST VALLEY HOSP MED CTR, GLENDORA",Abdominal Surgery,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Abdominal Surgery,114,1,1.63*,0.04,9.09,N.D.*
EL CAMINO HOSP,Abdominal Surgery,,,,,,
"EL CAMINO HOSP, LOS GATOS",Abdominal Surgery,75,0,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Abdominal Surgery,413,2,0.75,0.09,2.69,N.D.
"EMANUEL MED CTR INC, TURLOCK",Abdominal Surgery,69,0,,,,
"ENCINO HOSP MED CTR, ENCINO",Abdominal Surgery,<20,,,,,
ENLOE MED CTR,Abdominal Surgery,95,0,,,,
"ENLOE MED CTR-COHASSET, CHICO",Abdominal Surgery,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Abdominal Surgery,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Abdominal Surgery,,,,,,
"FAIRCHILD MED CTR, YREKA",Abdominal Surgery,<20,,,,,
"FEATHER RIVER HOSP, PARADISE",Abdominal Surgery,50,2,,,,
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Abdominal Surgery,,,,,,
GLENDORA,Abdominal Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Surgery,51,0,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Abdominal Surgery,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Abdominal Surgery,<20,,,,,
FREMONT-RIDEOUT HEALTH GROUP,Abdominal Surgery,<20,,,,,
"FREMONT MED CTR, YUBA CITY",Abdominal Surgery,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Abdominal Surgery,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Abdominal Surgery,45,0,,,,
FRESNO SURGICAL HOSP,Abdominal Surgery,<20,,,,,
GARDEN GROVE HOSP AND MED CTR,Abdominal Surgery,66,0,,,,
"GARFIELD MED CTR, MONTEREY PARK",Abdominal Surgery,30,0,,,,
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Abdominal Surgery,<20,,,,,
GLENDALE ADVENTIST MED CTR,Abdominal Surgery,137,1,1.24*,0.03,6.89,N.D.*
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Abdominal Surgery,137,0,0.00*,0.00,4.61,N.D.*
"GOLETA VALLEY COTTAGE HOSP, SANTA BARBARA",Abdominal Surgery,<20,,,,,
"GOOD SAMARITAN HOSP, LOS ANGELES",Abdominal Surgery,23,0,,,,
"GOOD SAMARITAN HOSP, LP",Abdominal Surgery,146,1,1.12*,0.03,6.25,N.D.*
"MISSION OAKS HOSP, LOS GATOS",Abdominal Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Abdominal Surgery,,,,,,
"GREATER EL MONTE COMMUNITY HOSP, SOUTH EL MONTE",Abdominal Surgery,<20,,,,,
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Abdominal Surgery,30,1,,,,
HEALDSBURG DISTRICT HOSP,Abdominal Surgery,<20,,,,,
HEMET VALLEY MED CTR,Abdominal Surgery,162,0,0.00,0.00,3.37,N.D.
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Abdominal Surgery,95,1,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Abdominal Surgery,186,1,0.82,0.02,4.58,N.D.
"HOAG HOSPITAL, IRVINE",Abdominal Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Abdominal Surgery,,,,,,
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,Abdominal Surgery,<20,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Abdominal Surgery,157,0,0.00,0.00,3.59,N.D.
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Abdominal Surgery,49,0,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Abdominal Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Abdominal Surgery,,,,,,
HUNTINGTON BEACH HOSP,Abdominal Surgery,41,0,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Abdominal Surgery,604,3,0.63,0.13,1.83,N.D.
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Abdominal Surgery,112,2,3.42*,0.41,12.35,N.D.*
"JOHN MUIR MED CTR, CONCORD",Abdominal Surgery,378,0,0.00,0.00,1.37,N.D.
"JOHN MUIR MED CTR, WALNUT CREEK",Abdominal Surgery,433,0,0.00,0.00,1.09,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Abdominal Surgery,170,0,0.00,0.00,3.30,N.D.
"KAISER FOUNDATION HOSP, BALDWIN PARK",Abdominal Surgery,177,1,0.89,0.02,4.93,N.D.
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Abdominal Surgery,258,1,0.57,0.01,3.15,N.D.
"KAISER FOUNDATION HOSP, FRESNO",Abdominal Surgery,224,0,0.00,0.00,2.65,N.D.
"KAISER FOUNDATION HOSP, LOS ANGELES",Abdominal Surgery,383,4,1.18,0.32,3.03,N.D.
"KAISER FOUNDATION HOSP, MORENO VALLEY",Abdominal Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, REDWOOD CITY",Abdominal Surgery,80,0,,,,
"KAISER FOUNDATION HOSP, RIVERSIDE",Abdominal Surgery,128,1,1.16*,0.03,6.48,N.D.*
"KAISER FOUNDATION HOSP, ROSEVILLE",Abdominal Surgery,208,0,0.00,0.00,2.87,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Abdominal Surgery,384,1,0.36,0.01,1.98,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Abdominal Surgery,237,0,0.00,0.00,2.35,N.D.
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Abdominal Surgery,241,0,0.00,0.00,1.71,N.D.
KAISER FOUNDATION HOSP-SAN JOSE,Abdominal Surgery,104,0,0.00*,0.00,4.77,N.D.*
"KAISER FOUNDATION HOSP, SAN RAFAEL",Abdominal Surgery,104,2,2.73*,0.33,9.87,N.D.*
KAISER FOUNDATION HOSP-SANTA CLARA,Abdominal Surgery,229,2,1.19,0.15,4.31,N.D.
"KAISER FOUNDATION HOSP, SANTA ROSA",Abdominal Surgery,144,2,2.24*,0.27,8.09,N.D.*
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Abdominal Surgery,454,1,0.38,0.01,2.13,N.D.
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Abdominal Surgery,209,0,0.00,0.00,2.59,N.D.
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Abdominal Surgery,157,0,0.00,0.00,3.42,N.D.
"KAISER FOUNDATION HOSP, VACAVILLE",Abdominal Surgery,95,0,,,,
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Abdominal Surgery,160,1,0.86,0.02,4.81,N.D.
KAISER FOUNDATION HOSP-WALNUT CREEK,Abdominal Surgery,282,0,0.00,0.00,1.97,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Abdominal Surgery,307,2,1.09,0.13,3.93,N.D.
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Abdominal Surgery,127,2,2.70*,0.33,9.76,N.D.*
KAISER FOUNDATION HOSPS,Abdominal Surgery,124,0,0.00*,0.00,4.28,N.D.*
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Abdominal Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Abdominal Surgery,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Surgery,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Abdominal Surgery,179,0,0.00,0.00,2.74,N.D.
KAISER FOUNDATION HOSPS,Abdominal Surgery,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Abdominal Surgery,301,0,0.00,0.00,1.71,N.D.
"KAISER FOUNDATION HOSP, ONTARIO",Abdominal Surgery,77,0,,,,
KAISER FOUNDATION HOSPS,Abdominal Surgery,356,1,0.39,0.01,2.17,N.D.
"KAISER FOUNDATION HOSP, FREMONT",Abdominal Surgery,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Abdominal Surgery,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Surgery,124,2,2.05*,0.25,7.41,N.D.*
"KAISER FOUNDATION HOSP, MODESTO",Abdominal Surgery,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Abdominal Surgery,,,,,,
KAISER FOUNDATION HOSPS,Abdominal Surgery,578,3,0.72,0.15,2.11,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Abdominal Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Abdominal Surgery,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Abdominal Surgery,242,4,2.86,0.78,7.32,N.D.
"KECK HOSP OF USC, LOS ANGELES",Abdominal Surgery,548,5,0.81,0.26,1.88,N.D.
"KERN MED CTR, BAKERSFIELD",Abdominal Surgery,102,5,6.94*,2.26,16.21,High*
LA PALMA INTERCOMMUNITY HOSP,Abdominal Surgery,57,0,,,,
"LAC+USC MED CTR, LOS ANGELES",Abdominal Surgery,282,3,1.21,0.25,3.53,N.D.
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Abdominal Surgery,500,0,0.00,0.00,1.01,N.D.
LAKEWOOD REGIONAL MED CTR,Abdominal Surgery,98,1,,,,
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Abdominal Surgery,137,0,0.00*,0.00,4.47,N.D.*
LODI MEMORIAL HOSP,Abdominal Surgery,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Abdominal Surgery,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Abdominal Surgery,379,1,0.26,0.01,1.44,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Abdominal Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Abdominal Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Abdominal Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Abdominal Surgery,61,2,,,,
LOMPOC VALLEY MED CTR,Abdominal Surgery,21,0,,,,
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Abdominal Surgery,70,1,,,,
LOS ALAMITOS MED CTR,Abdominal Surgery,154,4,4.03*,1.10,10.31,High*
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Abdominal Surgery,290,0,0.00,0.00,1.46,N.D.
LOS ROBLES REGIONAL MED CTR,Abdominal Surgery,96,0,,,,
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Abdominal Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Abdominal Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Abdominal Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Abdominal Surgery,,,,,,
"MAD RIVER COMMUNITY HOSP, ARCATA",Abdominal Surgery,22,0,,,,
MADERA COMMUNITY HOSP,Abdominal Surgery,91,0,,,,
MAMMOTH HOSP,Abdominal Surgery,<20,,,,,
MARIAN REGIONAL MEDICAL CENTER,Abdominal Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Abdominal Surgery,226,1,0.78,0.02,4.37,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Abdominal Surgery,22,0,,,,
"MARIN GENERAL HOSP, GREENBRAE",Abdominal Surgery,42,0,,,,
MARINA DEL REY HOSP,Abdominal Surgery,182,0,0.00,0.00,3.24,N.D.
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Abdominal Surgery,20,0,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Abdominal Surgery,42,0,,,,
MEMORIAL HOSP LOS BANOS,Abdominal Surgery,27,1,,,,
MEMORIAL HOSP OF GARDENA,Abdominal Surgery,43,0,,,,
"MEMORIAL MED CTR, MODESTO",Abdominal Surgery,539,0,0.00,0.00,1.17,N.D.
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Abdominal Surgery,<20,,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Abdominal Surgery,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Abdominal Surgery,195,0,0.00,0.00,2.60,N.D.
MERCY HOSP OF FOLSOM,Abdominal Surgery,92,1,,,,
MERCY MED CTR MERCED,Abdominal Surgery,213,0,0.00,0.00,3.13,N.D.
MERCY MED CTR MT. SHASTA,Abdominal Surgery,26,0,,,,
MERCY MED CTR REDDING,Abdominal Surgery,304,0,0.00,0.00,2.01,N.D.
"MERCY SAN JUAN MED CTR, CARMICHAEL",Abdominal Surgery,344,0,0.00,0.00,1.65,N.D.
METHODIST HOSP OF SACRAMENTO,Abdominal Surgery,149,0,0.00*,0.00,4.28,N.D.*
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Abdominal Surgery,78,0,,,,
MILLS-PENINSULA HEALTH SERVICES,Abdominal Surgery,270,3,1.74,0.36,5.10,N.D.
"MILLS HEALTH CTR, SAN MATEO",Abdominal Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Abdominal Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Abdominal Surgery,21,0,,,,
MISSION HOSP REGIONAL MED CTR,Abdominal Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Abdominal Surgery,<20,,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Abdominal Surgery,114,1,1.45*,0.04,8.10,N.D.*
MONTCLAIR HOSP MED CTR,Abdominal Surgery,<20,,,,,
